player_id,player_club_id
3251,370
3589,370
39033,371
44741,371
46594,370
52380,370
60793,370
62086,371
63223,370
68321,370
106643,2553
12732,2553
12751,511
12753,2553
132207,2553
14558,511
14579,511
167959,511
177550,2553
21314,2553
21332,511
29414,2553
36720,511
36772,511
37517,2553
43260,511
48259,511
49098,2553
60912,511
64511,2553
66942,2553
67371,2553
82244,2553
91273,511
92548,2553
9501,511
111184,610
12282,610
124883,610
124891,610
146258,383
16101,383
167850,383
182932,610
187245,610
30290,610
30670,610
33210,383
34784,610
3515,383
36500,383
38497,383
42710,610
4338,383
4425,610
45509,610
49499,383
52246,610
52920,383
56416,383
68864,383
72462,383
95755,610
155050,2700
38682,2700
86596,2700
113914,2696
15881,2696
105496,232
130824,6992
58515,6992
86466,2740
224736,2783
36732,2783
14939,6993
91419,6993
36371,339
58972,339
59982,9007
135209,206
155617,678
4361,206
23989,865
45219,865
129581,1184
22377,1184
59646,2727
129593,3508
22067,157
119033,903
130765,1519
131172,903
13557,903
13932,903
152421,903
29007,1519
29354,903
3322,903
3613,903
42547,903
43259,1519
45611,903
60792,903
68335,903
69412,903
74861,903
124909,2655
25006,12438
43402,12438
128813,4482
25732,660
44361,660
52769,660
103327,5817
22512,2414
126413,234
56370,234
7025,36
134695,58
51457,58
70170,58
121253,987
16529,265
193078,987
16535,1091
192018,1091
141828,1293
124560,46
207715,46
44327,46
20859,2414
17879,6676
15670,121
27491,121
1560,306
57275,306
174984,20
236471,20
28775,20
1586,42
75640,42
215652,244
57500,244
10254,317
69010,9007
54235,621
22832,31
28990,31
44352,31
71292,31
7825,31
202523,2439
109314,6994
223319,6994
23584,173
109060,28643
216463,3057
108830,415
126767,415
126796,415
127032,415
146854,415
23955,969
26407,415
46001,415
5431,415
5592,969
5672,415
56795,415
57337,969
5942,415
61637,415
63494,415
66413,415
100113,403
123140,403
13074,403
186228,132
19249,132
2048,403
214346,403
21493,132
229228,132
29936,403
30741,132
31111,132
37738,132
38757,403
39524,132
4158,132
4334,132
4452,403
4533,132
45562,403
